review_id,order_id,review_score,review_comment_title,review_comment_message,comment_length,comment_length_bucket,sentiment_label,sentiment_score,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_alignment,keywords,keyword_scores,top_keyword,review_creation_date,review_answer_timestamp,review_year,review_month,review_month_name,review_quarter,review_yearmonth
37c19be73f2a6a79ebf196e9c619d2d0,2c32c27817772197b08f759c6802a9b7,4,,Gostei,6,Short (<30 chars),positive,0.5698,0.5698,0.2252,0.205,0.3446,Aligned,gostei,0.8494,gostei,2017-06-21 00:00:00,2017-06-21 19:12:14,2017,6,June,Q2,2017-06
9143fc8ec8e5e0d52aa99fc68c038c99,28d14a9fb1c0c5e0667fd9ed3834eb5e,5,,Muito bom! Recomendaria.Foi entregue antes do prazo.,52,Medium (30-100),positive,0.809,0.809,0.1653,0.0257,0.6437,Aligned,entregue antes | bom recomendaria | do prazo,0.6659 | 0.5753 | 0.574,entregue antes,2018-05-26 00:00:00,2018-05-27 22:15:24,2018,5,May,Q2,2018-05
158b3de470925f307e5be7ad976de7a1,9fce32b2462806d89f08af02712223fd,5,,Gostei do produto. Recomendo.,29,Short (<30 chars),positive,0.7696,0.7696,0.1539,0.0765,0.6157,Aligned,gostei do | produto recomendo | do produto,0.7346 | 0.5555 | 0.4294,gostei do,2017-12-19 00:00:00,2017-12-20 04:11:15,2017,12,December,Q4,2017-12
afb63e2abeaa9c097dff895f4692c109,cd746a0e172f3aac198180760cc21a8e,4,,Recomendo!! Ótimo preço!!,25,Short (<30 chars),positive,0.9217,0.9217,0.0541,0.0242,0.8676,Aligned,ótimo preço | ótimo | recomendo ótimo,0.785 | 0.6532 | 0.6314,ótimo preço,2017-05-18 00:00:00,2017-05-19 09:15:13,2017,5,May,Q2,2017-05
dbf49dc85ae73435442a24ef11fa63ea,2a903dd5e53423b47484fd2130e2b6c3,1,Ainda não chegou,"Estou esperando há quase um mês, uma falta de respeito ao consumidor",68,Medium (30-100),negative,0.7118,0.1669,0.7118,0.1213,-0.5449,Aligned,ao consumidor | um mês | estou esperando,0.4701 | 0.4613 | 0.4596,ao consumidor,2018-08-15 00:00:00,2018-08-15 13:57:25,2018,8,August,Q3,2018-08
bab00a316e31c98d672e21c1972cf1d5,39686ff32951169c125d4f2bf5666774,5,,Amei produto muito bom e lindinho,33,Medium (30-100),positive,0.9379,0.9379,0.0359,0.0263,0.902,Aligned,amei produto | muito bom | produto muito,0.8912 | 0.7002 | 0.5994,amei produto,2017-10-14 00:00:00,2017-10-14 19:30:35,2017,10,October,Q4,2017-10
492515bbbd0f81afb80f6928e18447e9,a90ba85d1c3ec461d94c0a26cbe4d051,1,,"O produto enviado não chega nem perto das bordas, mesmo sendo edge e sabendo que não era abaulado. Não recomendo ninguém a comprar. Voi tentar trocar. Se não vai ser dinheiro jogado fora.",187,Long (>100 chars),negative,0.5782,0.089,0.5782,0.3329,-0.4892,Aligned,ninguém comprar | produto enviado | edge,0.4714 | 0.4694 | 0.1573,ninguém comprar,2017-11-25 00:00:00,2017-11-26 13:15:07,2017,11,November,Q4,2017-11
6698b8cb16ed759ce466fefa70c941b7,d9ab642e5dd85a1f2bb53c6c546fa575,1,Avaliação,Loja recomendada. Produto de péssima qualidade.,47,Medium (30-100),positive,0.7489,0.7489,0.1598,0.0914,0.5891,Misaligned,péssima qualidade | recomendada produto | péssima,0.8381 | 0.6432 | 0.586,péssima qualidade,2018-07-21 00:00:00,2018-07-24 02:01:58,2018,7,July,Q3,2018-07
03ba82d71cb6cf2a1e6b4e53e021facf,ea452bd7da485c9376c3112226d21b25,3,,ótimo,5,Short (<30 chars),positive,0.5526,0.5526,0.2626,0.1848,0.29,Misaligned,ótimo,1.0,ótimo,2018-02-24 00:00:00,2018-02-26 22:53:57,2018,2,February,Q1,2018-02
504e4c6f4eba9bcd5b013ea6b003791e,60b90d12b2451a3a055c8b86ad3478e3,5,,O pedido chegou certinho dentro do prazo,40,Medium (30-100),positive,0.4854,0.4854,0.3401,0.1746,0.1453,Aligned,pedido chegou | do prazo | chegou certinho,0.7457 | 0.6906 | 0.4035,pedido chegou,2017-08-29 00:00:00,2017-09-01 01:56:54,2017,8,August,Q3,2017-08
51f6f3bf59d0f3b2038c78bec45e8288,23b051786ba773bb672b5c49456b8511,5,,AINDA NÃO SEI DA EFICÁCIA DO PRODUTO.,37,Medium (30-100),positive,0.5242,0.5242,0.3001,0.1758,0.2241,Aligned,do produto | não sei | ainda não,0.5026 | 0.3923 | 0.3598,do produto,2017-02-22 00:00:00,2017-02-23 13:30:08,2017,2,February,Q1,2017-02
2bae21a6ac9c6567db8068487bf3235d,df61cd26aece2f40eb66883de3a81e1f,1,,O produto não chegou ainda,26,Short (<30 chars),neutral,0.4803,0.1084,0.4113,0.4803,-0.3029,Misaligned,produto não | não chegou | chegou ainda,0.6649 | 0.5964 | 0.5268,produto não,2018-02-09 00:00:00,2018-02-14 18:19:30,2018,2,February,Q1,2018-02
f264a3e683269afaacc8190d2395aaa4,f6b0fadc7a8c63ec71d0336d21b8c630,5,,Não coloque ainda mas se ficar do meu gosto comorarei mais,58,Medium (30-100),neutral,0.5194,0.1381,0.3424,0.5194,-0.2043,Misaligned,gosto comorarei | não coloque | ainda,0.7785 | 0.6397 | 0.5781,gosto comorarei,2017-02-15 00:00:00,2017-02-16 00:09:57,2017,2,February,Q1,2017-02
f93752b3529c9ca71db81d71443c5466,9a40c467105246b59eb5dfa3f5b04539,1,,"Não recebi o produto na quantidade adquirida, pois somente uma embalagem pote invés de duas.",92,Medium (30-100),negative,0.4613,0.1421,0.4613,0.3966,-0.3192,Aligned,recebi produto | não recebi | somente uma,0.4568 | 0.4142 | 0.2373,recebi produto,2018-04-07 00:00:00,2018-04-08 21:39:34,2018,4,April,Q2,2018-04
e9a8f517b844a2189c1eb003bc9ad565,77af255581f9105559c089f67f770dc3,5,entrega ok,tudo entregue corretamente,26,Short (<30 chars),positive,0.529,0.529,0.2042,0.2667,0.3248,Aligned,entregue corretamente | tudo entregue | tudo,0.8607 | 0.8191 | 0.738,entregue corretamente,2018-08-02 00:00:00,2018-08-04 12:09:47,2018,8,August,Q3,2018-08
fc281593ab565f82ac6468e3c03e9408,b2250cc556e74e210e38451b309e63e6,2,,"Já tenho experiência com outro esfregão. Esta marca de produto eu não recomendaria, pois a trava do esfregão é muito dura e não funciona direito.",145,Long (>100 chars),negative,0.7341,0.0737,0.7341,0.1922,-0.6604,Aligned,esta marca | não recomendaria | não funciona,0.3959 | 0.3834 | 0.2731,esta marca,2017-06-22 00:00:00,2017-06-23 15:36:08,2017,6,June,Q2,2017-06
0c8e7347f1cdd2aede37371543e3d163,81c2d284094f3b39baddefb519a30149,3,,UM DOS PRODUTOS ENTREGA02 COMPRADOS NESTE PEDIDO NAO RECEBI AINDA E OUTRO ENTREGA01 RECEBI EMAIL QUE ESTA COM DIFICULDADES NA ENTREGA E NÃO TIVE MAIS NOTICIAS,158,Long (>100 chars),positive,0.4525,0.4525,0.3588,0.1887,0.0937,Misaligned,entrega01 recebi | dos produtos | nao,0.505 | 0.4074 | 0.3837,entrega01 recebi,2018-03-21 00:00:00,2018-03-22 01:32:08,2018,3,March,Q1,2018-03
6db303f45bdaf9ff98e4a918800b6f74,c65c67add2c5125ad17f0a85f2c87264,5,,TUDO NOS CONFORMES EU RECOMENDO,31,Medium (30-100),positive,0.3905,0.3905,0.3397,0.2698,0.0508,Aligned,nos conformes | conformes eu | eu recomendo,0.5484 | 0.4184 | 0.1868,nos conformes,2017-04-18 00:00:00,2017-04-19 20:32:03,2017,4,April,Q2,2017-04
ec987b36ffc824ca6165e64188a972be,efdd2a16264f8e4d18564f8e7deb071c,5,,MUITO LINDA!!!!,15,Short (<30 chars),positive,0.5873,0.5873,0.3133,0.0994,0.274,Aligned,linda | muito | muito linda,0.632 | 0.5301 | 0.4702,linda,2017-05-24 00:00:00,2017-05-25 12:36:29,2017,5,May,Q2,2017-05
11300fd5cb42eb83438cd6e1f1e8fb1a,793353e9c611a9aab6769fecbc7c65fd,5,,"Ótimo, bom material, funciona o fast charge sem fio quando usamos um adaptador próprio pra isso a parte que liga na tomada precisa ter essa função. Prático plevar na bolsa por ser pequeno e leve.",195,Long (>100 chars),positive,0.7033,0.7033,0.1935,0.1032,0.5098,Aligned,um adaptador | fast charge | bom material,0.607 | 0.575 | 0.4068,um adaptador,2018-03-14 00:00:00,2018-03-15 02:40:59,2018,3,March,Q1,2018-03
a0e4f55b307d8cf3e70cc56bb7bcd1f1,1aa06061f2abdc063d3ab58ff9e86cde,5,,melhor loja ate hoje ke ja comprei.,35,Medium (30-100),positive,0.8063,0.8063,0.0912,0.1025,0.7151,Aligned,melhor loja | ja comprei | ate hoje,0.7963 | 0.586 | 0.5183,melhor loja,2018-03-10 00:00:00,2018-03-13 21:41:09,2018,3,March,Q1,2018-03
f0a391951112f3a54416f732bae97f56,2a1c6a5612d7f6ef30ac8905ab262074,4,Produto bom,"Produto bom, chegou rápido. Recomendo!",38,Medium (30-100),positive,0.9028,0.9028,0.0746,0.0226,0.8282,Aligned,bom chegou | rápido recomendo | rápido,0.892 | 0.7715 | 0.7667,bom chegou,2018-05-26 00:00:00,2018-06-04 10:10:43,2018,5,May,Q2,2018-05
c76b55c60f815fcdeeaa623af6bda90a,5bd293c86326611e6604399e535f1b2b,1,,não foi entregue a mercadoria,29,Short (<30 chars),neutral,0.5134,0.084,0.4026,0.5134,-0.3186,Misaligned,entregue mercadoria | não foi | foi entregue,0.6757 | 0.5529 | 0.5081,entregue mercadoria,2018-07-22 00:00:00,2018-07-30 12:24:09,2018,7,July,Q3,2018-07
245a2deaf11c301c2c352c70fa73979c,b6b37898db2f4f8ade35aeda94a19c91,5,,Recomendo. Chegou antes do prazo,32,Medium (30-100),positive,0.566,0.566,0.2886,0.1454,0.2774,Aligned,chegou antes | do prazo | recomendo chegou,0.8026 | 0.6755 | 0.6177,chegou antes,2017-10-24 00:00:00,2017-10-26 15:00:35,2017,10,October,Q4,2017-10
fb9bd45f8769c56d5c4a0ce27291a030,d8bd004470081a1d36e3fc745cd96951,1,,Comprei e eles não tinham o produto.,36,Medium (30-100),neutral,0.5378,0.0986,0.3636,0.5378,-0.265,Misaligned,não tinham | comprei eles | produto,0.5819 | 0.5037 | 0.2599,não tinham,2017-06-22 00:00:00,2017-06-22 14:50:30,2017,6,June,Q2,2017-06
e8d42ad2b7399bae288e2ef919ae2841,15ccd194a9fbbf9a0f31cfbf5c6677b7,2,,Não é dos melhores.,19,Short (<30 chars),neutral,0.5347,0.0856,0.3797,0.5347,-0.2941,Misaligned,não dos | dos melhores | melhores,0.5462 | 0.4684 | 0.4613,não dos,2018-03-27 00:00:00,2018-03-30 02:34:32,2018,3,March,Q1,2018-03
5c41b86266c1a7e909ab0779f8625e4b,4e2d28262ad5baef8cc21e74985535ac,5,,Melhor do que esperava,22,Short (<30 chars),positive,0.9301,0.9301,0.0203,0.0496,0.9098,Aligned,melhor do | melhor | que esperava,0.7531 | 0.7335 | 0.5902,melhor do,2017-10-19 00:00:00,2017-10-19 15:19:08,2017,10,October,Q4,2017-10
00e589c45e864553dee8395d6b961fcc,152f374ff951d09fe5f0e7cdb410dddd,5,,"Bem confortável, meu filho amou.",32,Medium (30-100),positive,0.9585,0.9585,0.0184,0.0231,0.9401,Aligned,bem confortável | meu filho | bem,0.6645 | 0.6197 | 0.4101,bem confortável,2018-04-13 00:00:00,2018-04-18 20:24:57,2018,4,April,Q2,2018-04
43bfd1d45bda31da90a4bf8fa672ea7e,871eacc5e01425943ac0b26298b0b899,5,,Cortina lindaaa,15,Short (<30 chars),positive,0.5806,0.5806,0.2491,0.1703,0.3315,Aligned,lindaaa | cortina lindaaa | cortina,0.7488 | 0.57 | 0.4349,lindaaa,2018-06-27 00:00:00,2018-06-30 12:05:37,2018,6,June,Q2,2018-06
d45be98d5d5447e5a30243537653717f,6df0e5a8b0965f06d2e1219c846e1ad8,4,Muito Bom,Produto de qualidade. Entrega 7dias antes do prazo. Tablet muito rápido. Parabéns a toda a equipe.,98,Medium (30-100),positive,0.961,0.961,0.0175,0.0216,0.9435,Aligned,prazo tablet | entrega 7dias | rápido parabéns,0.6848 | 0.5143 | 0.5074,prazo tablet,2018-08-08 00:00:00,2018-08-08 20:55:29,2018,8,August,Q3,2018-08
8929133881b59c9f8a20e7a1d53c9707,b5b79bbbc8693953906951dad6a55f07,5,Super recomendo 16/07/201,Muito bom,9,Short (<30 chars),negative,0.6788,0.2154,0.6788,0.1058,-0.4634,Misaligned,muito bom | muito | bom,0.9979 | 0.726 | 0.7129,muito bom,2018-07-10 00:00:00,2018-07-16 16:09:20,2018,7,July,Q3,2018-07
b189eed9dbfcac7862dd6a873dd72b8e,1539c0a503a87cb20a5d11a435149b2a,1,,Foi vendido um produto como sendo original e veio uma imitação.,63,Medium (30-100),positive,0.6086,0.6086,0.1921,0.1994,0.4165,Misaligned,uma imitação | foi vendido | produto como,0.5529 | 0.5525 | 0.5447,uma imitação,2017-06-27 00:00:00,2017-06-29 20:16:13,2017,6,June,Q2,2017-06
5b98cdab97af8a765b760c74a20b8c58,87ad518d2d4ad356d66440d337c509de,4,,"EU PEDI NA COR PRETA, E VENHO EM BRANCO, ACEITEI IGUAL, MAS PODERIA TER VIDO CORRETA",84,Medium (30-100),positive,0.5217,0.5217,0.3141,0.1642,0.2076,Aligned,pedi na | vido | branco aceitei,0.6136 | 0.522 | 0.2988,pedi na,2018-08-17 00:00:00,2018-08-17 19:06:05,2018,8,August,Q3,2018-08
635e8f3c82a004bc68dec80961507fd6,1a4dc88681af860f27b5e7af0cf35ecd,5,,"A loja é excelente, más o produto foi ruim. Pelicula de plástico. Não indico o produto para ninguém. Não vale apena.",116,Long (>100 chars),negative,0.4814,0.3693,0.4814,0.1493,-0.1121,Misaligned,loja excelente | foi ruim | plástico não,0.4889 | 0.4425 | 0.4279,loja excelente,2017-05-04 00:00:00,2017-05-05 13:10:15,2017,5,May,Q2,2017-05
484fa3796dac46acb634df55fefaf854,59a1c1915aa1c7382762e3adae5f0877,5,,"Amei era do jeito que esperava,chegou antes do prazo",52,Medium (30-100),positive,0.7079,0.7079,0.1626,0.1295,0.5453,Aligned,que esperava | chegou antes | do prazo,0.6484 | 0.6437 | 0.5057,que esperava,2017-03-26 00:00:00,2017-03-26 17:06:00,2017,3,March,Q1,2017-03
2270f48ead57519deb89b5c81ae2cdc0,6f93bc498e872d1fceb5926df3b9bd54,3,,"Pelo preço, mercadoria compatível.",34,Medium (30-100),positive,0.6112,0.6112,0.2365,0.1522,0.3747,Misaligned,mercadoria compatível | pelo preço | preço,0.7653 | 0.7442 | 0.6377,mercadoria compatível,2017-07-05 00:00:00,2017-07-08 14:49:12,2017,7,July,Q3,2017-07
bebd4163cda80bccc650b0467a42199c,96519c210f6dfe22f8e85cad134443ae,1,nao recomendo,comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste,141,Long (>100 chars),negative,0.5766,0.27,0.5766,0.1535,-0.3066,Aligned,dois perfumes | falsificado marcado | caixa venda,0.7632 | 0.4531 | 0.4491,dois perfumes,2018-08-28 00:00:00,2018-08-29 11:12:56,2018,8,August,Q3,2018-08
4fb79fdb2ac67c9cff011bc9383f8792,3dc3012f8b35d3e48e9a5537d549986f,5,,Produto ótimo muito pontuais ótimo atendimento,46,Medium (30-100),positive,0.556,0.556,0.3401,0.1038,0.2159,Aligned,ótimo atendimento | produto ótimo | produto,0.8644 | 0.7545 | 0.4442,ótimo atendimento,2017-05-11 00:00:00,2017-05-11 22:23:08,2017,5,May,Q2,2017-05
4f30409e522c8a5b4e0b2127f499e128,198d8b83646f4c7c43be3a2e59364f1a,5,Recomendo,Muito bom trabalho.,19,Short (<30 chars),positive,0.8378,0.8378,0.1182,0.044,0.7196,Aligned,bom trabalho | muito bom | trabalho,0.9453 | 0.8096 | 0.6873,bom trabalho,2018-05-16 00:00:00,2018-05-21 13:32:09,2018,5,May,Q2,2018-05
319c5e269b6639bc37c168dde092cd9e,49df96b5d7690592c9cfc2c3c10e9a5a,4,Chegou muito rápido!,"Chegou em 2 dias, foi super rápida a entrega!",45,Medium (30-100),positive,0.9535,0.9535,0.0214,0.025,0.9321,Aligned,super rápida | dias foi | entrega,0.5663 | 0.4961 | 0.3391,super rápida,2018-06-08 00:00:00,2018-06-14 13:41:37,2018,6,June,Q2,2018-06
6ba1b5655cae1d0f1ee4850cd75eb228,a4a299d455f10745e482d45fa2627558,5,,"ótimo produto, entrega rápida,muito satisfeito",46,Medium (30-100),positive,0.9682,0.9682,0.014,0.0178,0.9542,Aligned,ótimo produto | entrega rápida | produto entrega,0.8437 | 0.6724 | 0.6289,ótimo produto,2017-09-05 00:00:00,2017-09-07 02:00:53,2017,9,September,Q3,2017-09
df92ed71cfc3be12198e0a8217fd5af7,0572a001d46280ab9ab95964665ff768,1,,A caneta espiã não funciona queria que vocês manda se outra para mim pôquer que vocês mandou não funciona não carrega não posso ficar com ela sim,145,Long (>100 chars),negative,0.6258,0.1334,0.6258,0.2408,-0.4924,Aligned,caneta espiã | mim pôquer | não funciona,0.5523 | 0.4761 | 0.4461,caneta espiã,2017-09-13 00:00:00,2017-09-16 02:00:02,2017,9,September,Q3,2017-09
4c58e0e7ace545eb9cd43d966190a040,1c8e6591884dc005a896f84dfb6008ff,2,,Produto ainda não entregue,26,Short (<30 chars),negative,0.6011,0.058,0.6011,0.3409,-0.5431,Aligned,produto ainda | ainda não | não entregue,0.7343 | 0.6229 | 0.6121,produto ainda,2018-02-23 00:00:00,2018-02-23 18:49:54,2018,2,February,Q1,2018-02
33380df83b071904ffb0a66be7c3d4ff,e35bd284b205ea082108ae3703c84428,4,,"Tudo em ordem , posso confiar.",30,Medium (30-100),positive,0.6245,0.6245,0.2133,0.1622,0.4112,Aligned,posso confiar | em ordem | tudo,0.771 | 0.535 | 0.4953,posso confiar,2017-11-23 00:00:00,2017-11-25 19:29:11,2017,11,November,Q4,2017-11
52c35a24878f2b51dd910e456fa27c32,b6fa3751148ad8ba139779f6543951d9,3,,"o produto é bonito, mas muito frági,l chegou bem amassado.",58,Medium (30-100),positive,0.9115,0.9115,0.031,0.0574,0.8805,Misaligned,muito frági | produto bonito | mas muito,0.6453 | 0.5483 | 0.2997,muito frági,2017-07-21 00:00:00,2017-07-22 00:05:05,2017,7,July,Q3,2017-07
71f4cf5e945175c8f547ce4634be7aed,ab668aaea7f0e48e485474b11f44c582,5,,Entrega no prazo e produto de boa qualidade.,44,Medium (30-100),positive,0.9631,0.9631,0.0114,0.0254,0.9517,Aligned,boa qualidade | prazo produto | produto,0.6864 | 0.6745 | 0.5271,boa qualidade,2018-07-01 00:00:00,2018-07-02 22:24:34,2018,7,July,Q3,2018-07
d288639c5d404d8a14be32a2bb5e2580,93ef5624aaaeded1aa197fd63116d902,3,,bom produto,11,Short (<30 chars),positive,0.6579,0.6579,0.2543,0.0878,0.4036,Misaligned,bom produto | produto | bom,1.0 | 0.7692 | 0.5491,bom produto,2018-07-11 00:00:00,2018-07-12 21:05:19,2018,7,July,Q3,2018-07
a415eb02f75f3d58656205abe002362a,256d17dcfae69f2c09f3ab3daf76b0ef,5,,Igualzinho o que eu pedi. Lindo,31,Medium (30-100),negative,0.7146,0.1732,0.7146,0.1122,-0.5414,Misaligned,eu pedi | igualzinho que | lindo,0.8298 | 0.7239 | 0.6344,eu pedi,2018-02-25 00:00:00,2018-02-25 21:46:45,2018,2,February,Q1,2018-02
d188f39c9c61bfa768a680334b8527fd,50ef6a06a587a4f97f8483946c692e70,5,,Recebi no tempo e prazo. Gostei do produto muito ?til.,54,Medium (30-100),negative,0.4264,0.3361,0.4264,0.2375,-0.0903,Misaligned,prazo gostei | do produto | tempo prazo,0.6533 | 0.4569 | 0.3345,prazo gostei,2018-08-04 00:00:00,2018-08-04 23:20:07,2018,8,August,Q3,2018-08
5cde481004f05bbc1992693e005403a5,6283d2cb264f76928dffd1faf0f5ff33,3,,recebi o produto errado nunca tinha acontecido isso estou acostumada a comprar tudo pra minha casa online escolhi um tapete liso e veio um super diferente do que escolhi agora quero ver como vai ser .,200,Long (>100 chars),negative,0.6483,0.1718,0.6483,0.18,-0.4765,Misaligned,acostumada comprar | produto errado | um tapete,0.5386 | 0.4629 | 0.4429,acostumada comprar,2017-12-17 00:00:00,2017-12-19 13:08:10,2017,12,December,Q4,2017-12
f9dbe1b97a2b8127e5c8c52d554f0419,6a0633b045fa76bef36ac14dd4a3f165,1,Estou insatisfeito,"Comprei duas torres de cerveja, a transportadora só me entregou uma embalagem e que só tinha uma torre dentro, estou muito insatisfeita!",136,Long (>100 chars),negative,0.9487,0.0276,0.9487,0.0237,-0.9211,Aligned,comprei duas | cerveja transportadora | uma torre,0.5076 | 0.4847 | 0.3743,comprei duas,2018-07-12 00:00:00,2018-07-13 11:06:31,2018,7,July,Q3,2018-07
cbdccf5be089cb728cfe1b83f09396f7,f063fd7dd487e7fbaa3dae8d260b2ec6,5,,PRODUTO CHEGOU CORRETO E ANTES DO PRAZO,39,Medium (30-100),positive,0.5663,0.5663,0.2775,0.1562,0.2888,Aligned,correto | produto | do prazo,0.5694 | 0.5126 | 0.3181,correto,2017-08-24 00:00:00,2017-08-28 12:59:44,2017,8,August,Q3,2017-08
ceb8edcfc6a17b16926b7c9acb47abcf,006e05e81c068ddc38e48ebe189b922e,4,,Atendeu minhas expectativas,27,Short (<30 chars),positive,0.7558,0.7558,0.1196,0.1246,0.6362,Aligned,minhas expectativas | expectativas | atendeu minhas,0.7924 | 0.6705 | 0.5313,minhas expectativas,2018-01-04 00:00:00,2018-01-05 00:02:42,2018,1,January,Q1,2018-01
e8e6ec36ab309ed7d9b718d0cd9fda90,0ca8999f0176e37f35b6e49a9b2569da,1,,"PEDIDO APROVADO DIA 0610, POR DEMORA CANCELAMENTO DO PEDIDO NO DIA 1710 E MESMO ASSIM MANDAM A MERCADORIA. ESTOU TENTANDO, DESDE O DIA 2010 CONTATO VIA stark MAS NÃO OBTENHO RESPOSTARETORNO.",190,Long (>100 chars),positive,0.4885,0.4885,0.3421,0.1694,0.1464,Misaligned,2010 contato | dia 1710 | mas não,0.4287 | 0.3379 | 0.2214,2010 contato,2017-10-25 00:00:00,2017-10-25 18:41:30,2017,10,October,Q4,2017-10
5b422a74d70ffc967a85baf1341afa5d,574e38ca454c86f60df545b65a03277d,1,Não corresponde!,"A garrafinha não possui 1,5 L conforme anunciado, nem se encher até a tampa! E o material também não é lá essas coisas, para mim não valeu o preço pago.",152,Long (>100 chars),negative,0.5648,0.0921,0.5648,0.3431,-0.4727,Aligned,não valeu | valeu preço | material também,0.4999 | 0.4 | 0.3801,não valeu,2018-08-09 00:00:00,2018-08-10 12:33:10,2018,8,August,Q3,2018-08
a440a7921c2dc3ea1c45defb785fbb50,478f8fb5c6eb0790e401598d9391c30b,5,,Ótimo,5,Short (<30 chars),positive,0.5151,0.5151,0.2865,0.1984,0.2286,Aligned,ótimo,0.956,ótimo,2017-10-18 00:00:00,2017-10-18 23:26:28,2017,10,October,Q4,2017-10
5062b00d686d85b0d37ceb806d5743d5,74960f1e9b23374fc910ece2c75a8f20,5,,Amo comprar nessa conceituada empresa...spr recebi antes do prazo estimado... Todos os produtos de excelente qualidade!! Super RECOMENDO!!,138,Long (>100 chars),positive,0.9275,0.9275,0.0396,0.0329,0.8879,Aligned,amo comprar | excelente qualidade | conceituada empresa,0.5116 | 0.4967 | 0.4137,amo comprar,2017-10-09 00:00:00,2017-10-13 14:23:06,2017,10,October,Q4,2017-10
f46c8482780ba9ea693a612ee6cead94,a383762bd79949e1b34878460042cd23,1,,"Comprei 2 unidades. Apos atraso na entrega , recebi apenas 1 unidade. O grave é que o produto vem em embalagem individual e com nota fisc que aponta na nota fiscal 2 unidades. Recebi ontem com atras",198,Long (>100 chars),negative,0.6051,0.238,0.6051,0.1568,-0.3671,Aligned,comprei unidades | embalagem individual | nota fiscal,0.5842 | 0.4597 | 0.4477,comprei unidades,2018-04-22 00:00:00,2018-04-22 12:27:49,2018,4,April,Q2,2018-04
49d7c16b79506348df69a363d5151128,f668d0f937d3cc7fb451feb48edba7a7,5,,Foi entregue no prazo e novo.,29,Short (<30 chars),positive,0.4766,0.4766,0.2555,0.2679,0.2211,Aligned,prazo novo | foi entregue | novo,0.7351 | 0.5411 | 0.4888,prazo novo,2017-09-05 00:00:00,2017-09-06 19:47:42,2017,9,September,Q3,2017-09
158a89db69834c539149d61f0e50cecf,ae06ecd5e96edbfc44668e2cd8e0ff84,3,,"Produto chegou com defeito na pulseira, entrei em contato pra fazer a troca e até agora não me responderam. Demorou pra chegar, e eu tive que fazer retirada nos correios, não entregaram em minha casa.",200,Long (>100 chars),negative,0.7218,0.0623,0.7218,0.2159,-0.6595,Misaligned,correios não | responderam demorou | entregaram em,0.4177 | 0.3989 | 0.395,correios não,2017-09-16 00:00:00,2017-09-18 19:32:00,2017,9,September,Q3,2017-09
3c23c61d842c35688d98e2ad77d09bf5,adff7b867a7bd97bcf42ddec332f246d,5,,Foi entregue bem antes da data prevista. Adoreeeeiiiii.,55,Medium (30-100),positive,0.5021,0.5021,0.2607,0.2372,0.2414,Aligned,bem antes | foi entregue | data prevista,0.7053 | 0.6695 | 0.6651,bem antes,2018-04-21 00:00:00,2018-04-21 21:15:16,2018,4,April,Q2,2018-04
562feafb8a7d3aee6fcac4915b46ec17,753276a5b8f820bbd0000f93b319bc0c,5,,ótimo vendedor...produto entregue antes do prazo e sem avarias.,63,Medium (30-100),positive,0.4367,0.4367,0.3738,0.1894,0.0629,Aligned,ótimo vendedor | produto entregue | prazo sem,0.8092 | 0.6076 | 0.3996,ótimo vendedor,2017-12-23 00:00:00,2017-12-26 10:33:31,2017,12,December,Q4,2017-12
b0483ed8b133ed6d7b5a82bc854c21a0,270f5a5025de7523edbc65d690647f33,5,,Amei o produto ótimo preço atendeu minhas expectativas .,56,Medium (30-100),positive,0.691,0.691,0.1877,0.1212,0.5033,Aligned,amei produto | preço atendeu | minhas expectativas,0.7291 | 0.4898 | 0.3955,amei produto,2017-10-27 00:00:00,2017-10-28 14:24:32,2017,10,October,Q4,2017-10
4f8617e63b7edcc271f2f2cc5e553e28,e422e79c353461906ac09d654bd28ad7,1,,Produto não entregue,20,Short (<30 chars),negative,0.6214,0.05,0.6214,0.3287,-0.5714,Aligned,produto não | produto | entregue,0.7917 | 0.733 | 0.5869,produto não,2018-03-29 00:00:00,2018-03-30 17:22:05,2018,3,March,Q1,2018-03
e9d92d8c0a0941bb13eded975bf5d956,742832acf7be7363a4480a9b4ff84bfa,4,,Só o manual veio apagado Não sabia como instalar!!,50,Medium (30-100),negative,0.5674,0.1474,0.5674,0.2852,-0.42,Misaligned,como instalar | manual | veio apagado,0.5765 | 0.403 | 0.2706,como instalar,2018-01-25 00:00:00,2018-01-28 02:20:25,2018,1,January,Q1,2018-01
43efa0149534d3edbbb4e414c5de43a0,de86d7a1250c84c7845795cdcf16a9ad,4,Gostei do fone,"Gostei do fone, se cocneta fácil ao celular, bom som.",53,Medium (30-100),positive,0.7881,0.7881,0.1335,0.0784,0.6546,Aligned,celular bom | gostei do | cocneta fácil,0.7703 | 0.4437 | 0.3409,celular bom,2018-05-25 00:00:00,2018-05-25 23:57:08,2018,5,May,Q2,2018-05
